date, % Under US $5.50 Per Day, Change, 
1974-12-31,1.7,0
1979-12-31,1.2,-0.5
1986-12-31,1.2,0
1991-12-31,1.2,0
1994-12-31,1.5,0.3
1997-12-31,1.2,-0.3
2000-12-31,1.2,0
2004-12-31,1.7,0.5
2007-12-31,1.5,-0.2
2010-12-31,1.7,0.2
2013-12-31,1.7,0
2016-12-31,1.7,0
